ticket_id,channel,subject,body,queue
T-10957,email,Refund not received,"Hi there, You charged the wrong card - the order should have gone on the card ending 5411. I placed the order last week. Please advise. — Reese Garcia",billing
T-10958,email,Help,"Good morning, The estimated delivery on my order keeps moving - it has changed twice this week. I placed the order on the 3rd. Thanks in advance.",shipping
T-10959,webform,Return label,"Hello Northwind, What is your return policy on sale items like the Anchor bear canister. when i log in my order history shows someone else's orders and charges. I tried calling but the wait time was over 30 minutes. Thanks in advance.",returns-warranty
T-10960,email,Package missing,Can I change the delivery address on order NW-57563 before it ships. I placed the order during the sale. Hope you can help. — Quinn Novak,shipping
T-10961,webform,Need assistance,If I refuse the package at delivery do I still have to pay reutrn shipping. The order had the Riverbend sandals and some smaller items in it. Hope you can help.,shipping
T-10962,email,Order status,"Hi, If I refuse the pcakagee at delivery do I still have to pay return shipping. This is for an upcoming backpacking trip. Thanks in advance.",shipping
T-10963,chat,Warrany claim,The return label you emailed me shows the wrong delivery address for the warehouse. I paid with the card ending 5134?,returns-warranty
T-10964,chat,Help,i cancelled order NW-47352 the same day after placing it but the charge of $118.95 still went through. my refund was approved but the replacement anchor bear canister still has no tracking number??,billing
T-10965,email,Urgent,resending this - Is the Ridgeline 2P tent a true 3-season tent or more of a summer shelter. I ave been a customer for years and this is the first problem I haveh ad. Thanks.,product-question
T-10966,email,Need assistance,My refund was approved but the replacement Drifter 10 kayak still has no tracking number. I placed the order during the sale. Hope you can help. — Casey Ortiz,shipping
T-10967,email,Package missing,"Hello, You split my order into two shipments and only one has any tracking movement. I need this sorted before Friday.",shipping
T-10968,webform,Question,"Hey, Only half of order NW-64480 hsowed up - the Puffin down vest is missing from the box. The order had the Ember fuel cansiter and some smaller items in it. Thanks.",shipping
T-10969,chat,Where is my order,My refund was approved but the replacement Summit 65 backpack still hasn o tracking number. i returned the torrent rain pants and the refund i got was $249.50 short of what i paid,shipping
T-10970,email,Defective item,Please cancel the exchange on order NW-61669 - I just want my money back no the return instead. This is for an upcoming camping trip. Thanks in advance.,returns-warranty
T-10971,email,Promo code problem,"second time sending this. Hello Northwind, Can I get an itemized receipt or invoice for order NW-74203 - I need it for my expense report. I contacted you a few days ago about this and never heard back. Appreciate it.",billing
T-10972,email,Question,"Good morning, Is there a charge for the Trail Club membership that comes up at checkout. The order had the Summit 65 backpack and some smaller items in it.",product-question
T-10973,email,Return status,"Hello Northwind, I want to return the Windbreak fleece from order NW-73965 for a refund. Order number is NW-78076 if that helps. Appreciate it.",returns-warranty
T-10974,webform,Help,"Hey, I was charged a restocking fee of $79.50 on my return - nothing on the site mentioned that. I tried calling but the wait time was over 20 minutes.P lease advise.",returns-warranty
T-10975,webform,Exchange neded,"Hi, You sent the wrong item - I ordered the Torrent rain jackte and got a Glacier 45 cooler instead. Order number is NW-58741 if that helps. ppreciatee it.",returns-warranty
T-10976,chat,Support request,Is the Merino trail socks still returnable if I took the tags off. I contacted you last week about this and never heard back,returns-warranty
T-10977,email,Order status,The tracking page says delivered but there is no package anywhere at my address. I already looked through the help center and could not find an answer. Thanks in advance.,shipping
T-10978,email,Help,The email receipt went to my old address - I need to update where my invoices get sent. I already looked through the help center and could not find an answer. Thanks in advance. — Sam Kaur,account-access
T-10979,email,Order status,"Hey, Customs is asking me to ay $214.99 in import fees for order NW-67768 - was that supposed to happenT. hank you. — Kai Novak",shipping
T-10980,email,Late order,"Hello Northwind, The tracking page says delivered but there is no package anywhere at my address. Order number is NW-78350 if that helps. Appreciate it. — Rowan Larsen",shipping
T-10981,email,Help,"Hello Northwind, How long does shipping usually take to Alaska if I order the Slate sunglasses today. The order had the Riverbend sandals and some smaller items in it. Please advise. — Alex Ortiz",product-question
T-10982,webform,Support request,"Hello Northwind, You refunded the item but not the original shipping cost on order NW-68787. I need this sorted before the weekend. Thanks.",billing
T-10983,webform,Membership billing,Can I get an itemized receipt or invoice for order NW-51862 - I need it for my expense report. The package was a gift for my partner.,billing
T-10984,email,Need assistance,"Hello Northwind, Can you hold the shipment at a FedEx pickup point instead of delivering to my door. i keep getting logged out every time the app updates. Thanks.",shipping
T-10985,webform,Support request,"Hi, The promo code SUMMER20 did not apply at checkout and I was chargged full price. The order had the Torrent rain pants and some saller items in it. Please advise.",billing
T-10986,chat,Exchange neeeded,I want to return the Cascade 20 sleeping bag I bought with the TRAIL15 promo code - do I get the full price or the dicounted price bak. I aready looked through the relp center and could not find an answer?,returns-warranty
